asm_misc_Virtual,asm_misc_Offset,asm_misc_loc,asm_misc_Import,asm_misc_Imports,asm_misc_var,asm_misc_Forwarder,asm_misc_UINT,asm_misc_LONG,asm_misc_BOOL,asm_misc_WORD,asm_misc_BYTES,asm_misc_large,asm_misc_short,asm_misc_dd,asm_misc_db,asm_misc_dw,asm_misc_XREF,asm_misc_ptr,asm_misc_DATA,asm_misc_FUNCTION,asm_misc_extrn,asm_misc_byte,asm_misc_word,asm_misc_dword,asm_misc_char,asm_misc_DWORD,asm_misc_stdcall,asm_misc_arg,asm_misc_locret,asm_misc_asc,asm_misc_align,asm_misc_WinMain,asm_misc_unk,asm_misc_cookie,asm_misc_off,asm_misc_nullsub,asm_misc_DllEntryPoint,asm_misc_System32,asm_misc_dll,asm_misc_CHUNK,asm_misc_BASS,asm_misc_HMENU,asm_misc_DLL,asm_misc_LPWSTR,asm_misc_void,asm_misc_HRESULT,asm_misc_HDC,asm_misc_LRESULT,asm_misc_HANDLE,asm_misc_HWND,asm_misc_LPSTR,asm_misc_int,asm_misc_HLOCAL,asm_misc_FARPROC,asm_misc_ATOM,asm_misc_HMODULE,asm_misc_WPARAM,asm_misc_HGLOBAL,asm_misc_entry,asm_misc_rva,asm_misc_COLLAPSED,asm_misc_config,asm_misc_exe,asm_misc_Software,asm_misc_CurrentVersion,asm_misc___imp_,asm_misc_INT_PTR,asm_misc_UINT_PTR,asm_misc_---Seperator,asm_misc_PCCTL_CONTEXT,asm_misc___IMPORT_,asm_misc_INTERNET_STATUS_CALLBACK,asm_misc_.rdata:,asm_misc_.data:,asm_misc_.text:,asm_misc_case,asm_misc_installdir,asm_misc_market,asm_misc_microsoft,asm_misc_policies,asm_misc_proc,asm_misc_scrollwindow,asm_misc_search,asm_misc_trap,asm_misc_visualc,asm_misc____security_cookie,asm_misc_assume,asm_misc_callvirtualalloc,asm_misc_exportedentry,asm_misc_hardware,asm_misc_hkey_current_user,asm_misc_hkey_local_machine,asm_misc_sp-analysisfailed,asm_misc_unableto
3,4,302,33,11,616,11,16,5,53,4,10,1,88,1973,40543,183,453,258,310,15,175,203,413,331,15,122,149,63,0,5,105,0,4,0,45,0,8,0,62,12,0,2,11,25,39,4,0,1,30,10,4,45,5,0,1,6,1,2,4,222,6,0,0,0,0,4,2,2,75,2,22,0,220,0,33,0,0,0,1,0,32,0,7,0,0,0,4,0,4,0,0,0,13,0
3,3,47,0,4,45,0,6,0,14,0,2,0,21,148,2489,0,130,143,56,0,0,1,0,137,0,11,32,0,0,0,52,0,74,0,0,0,0,0,4,0,0,0,0,0,2,0,3,3,9,10,1,5,2,0,0,3,2,1,0,0,2,0,0,0,0,0,1,1,54,0,0,0,0,0,17,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,11,0
4,4,56675,27,9,43196,9,98,30,119,1,76,1525,25636,8857,60457,338,36169,30003,9022,169,282,8670,1757,22999,116,161,367,20401,685,180,5446,0,4211,1405,4854,111,5,0,79,144,0,15,15,30,54,3,26,8,58,70,18,957,5,1,5,17,19,12,10,719,28,1,0,0,1,8,2,2,11703,0,18,0,5295,316,1548,1407,0,0,7,0,5852,0,127,14,3,659,5,0,6,0,0,0,39,16
3,3,134,12,4,33,4,12,0,9,1,2,0,12,175,1075,39,190,89,101,0,39,1,78,129,0,17,34,0,0,0,64,0,55,0,12,0,0,0,20,0,0,0,4,0,1,0,3,3,9,14,4,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,67,0,6,0,50,0,22,0,0,0,1,0,53,0,0,0,0,0,4,0,0,0,0,0,21,0
3,3,41,12,4,38,4,3,0,15,0,2,0,18,172,1585,39,181,121,83,0,39,3,78,154,0,12,33,0,0,0,73,0,55,0,12,0,0,0,20,0,0,0,4,0,2,0,3,2,11,9,0,6,2,0,0,3,1,1,0,51,2,0,0,0,0,0,0,0,56,0,8,0,50,0,18,0,0,0,1,0,58,0,0,0,0,0,4,0,0,0,0,0,20,0
3,3,594,15,5,1574,5,6,7,30,0,15,1,241,2772,6932,108,503,332,166,21,76,83,182,1645,0,29,64,70,7,0,71,19,6,0,24,1,0,0,25,12,0,0,5,0,9,0,7,0,15,0,3,27,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,186,0,10,0,0,91,100,0,0,0,1,0,88,0,0,1,0,0,4,0,0,0,0,0,31,0
3,3,551,18,6,1450,6,14,5,26,0,24,1,209,2971,6093,97,507,300,192,38,93,79,217,1525,0,33,81,70,0,0,70,27,6,0,27,1,0,0,30,24,0,1,6,6,10,0,10,1,13,10,7,46,2,0,0,5,1,0,0,111,16,0,0,0,0,13,0,0,98,0,12,0,0,111,86,0,0,0,1,0,63,0,0,0,0,0,4,0,0,0,0,0,33,0
3,3,129,12,4,38,4,8,0,10,0,2,0,9,176,1082,39,185,110,99,0,39,1,78,149,0,16,33,0,0,0,59,0,54,0,12,0,0,0,20,0,0,0,4,3,2,0,3,3,8,9,0,6,3,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,67,0,6,0,50,0,24,0,0,0,1,0,56,0,0,0,0,0,4,0,0,0,0,0,21,0
3,3,885,15,5,781,5,27,14,57,0,285,9,377,774,2070696,210,1380,585,896,285,176,223,487,917,92,86,189,331,4,5,344,378,165,10,99,19,0,0,36,7,0,3,7,4,161,0,3,2,38,26,15,187,3,1,0,11,1,5,0,191,285,0,0,0,0,1,4,3,239,0,10,0,207,121,99,47,0,0,81,0,170,0,0,11,78,0,4,0,0,0,0,0,48,2
3,3,884,27,9,689,9,41,17,96,0,288,6,380,77366,51365,297,1623,561,1143,288,254,264,671,1083,97,113,268,339,2,79,480,478,158,10,107,23,0,0,54,7,0,5,11,5,150,1,13,4,55,58,20,204,3,1,1,12,4,7,0,276,288,0,0,0,0,1,5,3,254,0,18,0,383,120,113,47,0,0,81,0,188,0,0,11,78,0,4,0,0,0,0,0,48,2
3,3,112,9,3,611,3,8,9,25,0,8,0,52,180,524214,103,266,403,163,8,102,100,205,377,2,45,89,16,0,0,107,70,6,0,9,1,0,0,15,1,0,3,3,4,10,0,1,0,25,11,8,34,2,1,1,7,0,4,0,111,8,0,0,0,0,4,0,0,43,0,6,0,109,0,3,0,0,0,1,0,62,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,2564,18,6,365,6,20,25,22,0,43,120,1160,1723,9254,123,3143,2073,1721,72,130,260,316,1901,43,48,145,739,83,7,443,0,814,7,1209,4,17,0,54,48,0,0,15,5,209,21,0,1,12,10,19,156,2,1,0,12,1,1,4,200,27,1,0,4,0,52,0,0,519,0,12,0,1252,111,201,10,0,0,1,0,692,0,0,2,0,7,4,0,4,8,2,2,11,0
3,3,20,12,4,35,4,8,0,14,0,2,0,9,170,1086,42,154,88,86,0,39,1,78,127,0,12,38,0,0,0,62,0,63,0,12,0,0,0,20,0,0,0,4,0,3,5,6,3,8,9,0,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,43,0,8,0,50,0,6,0,0,0,1,0,54,0,0,0,0,0,4,0,0,0,0,0,3,0
3,3,866,21,7,1868,7,14,9,30,0,7,0,439,58081,1077,101,621,839,160,6,101,116,293,748,0,20,89,0,32,0,65,55,4,0,21,1,0,0,35,0,0,1,7,6,12,8,17,2,4,26,2,58,0,1,0,4,1,4,0,122,7,0,0,0,0,4,3,2,13,0,14,0,121,0,62,0,0,0,1,0,36,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,654,27,9,1555,9,11,4,35,0,8,0,344,65966,991,108,535,805,167,7,104,196,357,579,0,19,92,0,36,0,67,50,4,0,27,1,0,0,45,0,0,0,9,7,9,8,19,0,3,12,2,53,0,0,0,3,0,5,0,131,8,0,0,0,0,5,1,0,11,0,18,0,129,0,35,0,0,0,1,0,39,0,0,0,0,0,4,0,0,0,0,0,0,0
10,10,944,24,8,296,8,2,2,56,1,15,20,427,456,221170,118,975,477,483,38,127,58,227,1712,5,84,126,137,0,0,77,0,275,0,88,2,0,0,31,36,0,0,17,18,12,5,0,0,51,0,0,35,2,0,0,3,0,0,0,134,3,0,0,0,0,0,0,0,319,0,16,0,132,69,631,12,0,0,1,0,98,0,0,0,0,0,11,0,0,0,0,0,6,0
3,3,2091,21,7,4035,7,17,8,41,0,317,10,749,1033,25658,143,2056,1795,1024,319,121,325,625,1572,231,85,149,2169,45,113,497,2,192,62,163,3,0,0,92,12,0,1,9,16,186,5,0,1,35,5,44,303,0,1,0,5,0,0,0,148,316,1,3,0,2,1,0,0,403,0,14,0,336,131,4,0,0,0,12,0,223,0,0,11,1,25,4,0,0,0,0,0,1,4
3,3,144,12,4,33,4,9,0,12,0,2,0,17,171,1045,56,190,87,96,0,39,1,78,125,0,16,39,0,0,0,57,0,49,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,10,10,0,20,2,0,1,2,2,2,0,51,2,0,0,0,0,0,0,0,64,0,6,0,50,0,24,0,0,0,1,0,54,0,0,0,0,0,4,0,0,0,0,0,16,0
3,3,46,0,4,36,0,5,0,15,0,2,0,21,143,2495,1,122,128,48,0,0,1,0,123,0,11,37,0,0,0,48,0,60,0,0,0,0,0,4,0,0,0,0,3,2,5,4,3,10,10,1,17,2,0,0,3,2,1,0,0,2,0,0,0,0,0,0,0,51,0,0,0,0,0,15,0,0,0,1,0,56,0,0,0,0,0,4,0,0,0,0,0,7,0
3,3,23,12,4,32,4,9,0,17,0,2,0,11,64,2809,39,233,122,123,0,41,5,78,157,0,14,39,26,0,0,70,0,59,0,12,0,0,0,22,0,0,0,4,0,1,5,4,2,10,13,2,17,3,0,0,2,2,1,0,51,2,0,0,0,0,0,2,1,50,0,6,0,48,0,52,0,0,0,1,0,66,4,0,0,0,0,5,0,0,0,0,0,22,0
3,3,406,21,7,1093,7,4,2,36,4,8,0,224,7627,947,93,390,579,151,7,93,153,297,421,0,31,81,0,21,0,52,23,4,0,21,1,0,0,30,0,0,0,7,7,8,5,3,2,11,24,1,17,0,0,0,3,1,1,0,114,8,0,0,0,0,5,1,0,6,0,14,0,113,0,25,0,0,0,1,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0
4,4,16,0,4,0,0,3,0,17,0,18,0,8,126,2384,0,105,5,60,16,0,0,0,5,0,6,39,0,0,0,74,0,7,0,3,0,0,0,4,0,0,0,0,0,1,1,2,0,4,16,6,9,0,0,1,1,0,0,0,0,18,0,0,0,0,0,0,0,56,0,0,0,1,0,30,0,0,0,1,0,56,0,0,0,0,0,5,0,0,0,0,0,0,0
6,6,1991,0,3,1999,0,4,4,3,0,55,1,571,65,1138,0,1067,854,188,51,55,186,29,722,20,7,14,297,19,2,249,0,15,0,51,0,13,0,6,0,0,0,0,1,17,0,0,0,0,0,1,27,0,1,0,3,0,0,37,0,55,4,0,0,0,52,0,0,419,0,0,0,35,2,111,42,0,0,1,0,81,0,0,0,0,0,8,1,3,0,0,0,2,0
3,3,695,15,5,1574,5,6,7,30,0,26,1,277,2656,6007,96,541,351,166,54,76,76,178,1642,0,29,64,70,2,0,66,19,6,0,24,1,0,0,25,45,0,0,5,0,9,0,7,0,15,0,3,27,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,145,0,10,0,0,91,104,0,0,0,1,0,86,0,0,0,0,0,4,0,0,0,0,0,28,0
3,3,463,12,4,352,4,12,6,19,0,204,0,179,501,1747115,92,728,124,476,204,79,45,184,395,59,37,80,97,0,5,177,115,101,10,50,15,0,0,23,7,0,0,6,2,25,0,0,0,18,1,7,71,0,1,0,6,0,1,0,89,204,0,0,0,0,1,0,0,65,0,8,0,90,54,12,0,0,0,3,0,65,0,0,11,0,0,4,0,0,0,0,0,0,2
3,21,2308,21,7,931,7,26,3,25,0,37,35,1152,349,993,126,1911,1426,642,40,114,163,364,1314,150,27,81,805,73,3,166,0,87,43,141,0,18,0,42,11,0,4,7,0,118,0,4,5,10,34,6,277,0,1,5,3,9,0,3,175,34,1,0,4,0,31,0,0,363,0,14,0,336,10,3,0,0,0,1,0,410,0,9,0,0,21,4,0,3,0,0,0,5,0
3,4,1574,24,8,376,8,69,3,118,6,13,1,872,578,145742,403,1654,153,956,18,402,175,804,2256,25,74,256,65,17,2,370,42,20,0,144,1,0,0,40,9,0,4,8,1,54,4,54,1,19,49,40,225,2,3,1,6,3,2,0,426,10,0,0,0,0,4,2,0,717,0,16,0,424,2,589,1,0,0,1,0,107,0,0,0,0,0,4,0,0,0,0,0,0,0
3,3,365,18,6,207,6,39,16,80,0,205,21,134,699,3099354,233,911,249,680,205,224,76,484,623,72,88,232,92,2,4,296,130,150,10,129,1,0,0,33,7,0,5,8,5,126,0,9,4,43,47,20,157,3,1,2,12,4,7,0,242,205,0,0,0,0,1,3,2,105,0,12,0,281,52,53,0,0,0,6,0,119,0,0,11,3,0,4,0,0,0,0,0,0,2
4,4,790,15,5,476,5,15,9,32,0,247,12,323,80958,10886,144,1102,538,638,247,124,230,325,909,90,56,136,213,2,5,264,177,149,10,108,3,0,0,28,7,0,0,7,2,139,0,0,1,25,13,7,155,0,1,1,7,0,3,0,138,247,0,0,0,0,1,0,0,186,0,10,0,159,58,64,0,0,0,6,0,133,0,0,11,3,0,6,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4,4,2882,0,3,658,0,14,9,25,0,689,19,1197,963,888793,11,2320,1307,976,689,82,372,39,1369,301,41,108,322,43,103,518,1,262,10,225,4,0,0,8,18,0,0,4,3,270,0,0,1,14,3,7,281,0,1,1,6,0,0,0,0,689,0,0,0,0,1,0,0,843,0,0,0,183,57,1108,43,0,0,19,0,210,0,0,11,16,0,4,0,0,0,0,0,2,2
3,3,3433,6,2,1155,2,15,7,23,1,353,33,1466,99721,82876,130,2704,1357,1067,353,81,469,379,1374,88,48,102,1125,15,11,501,324,211,10,201,17,0,0,13,11,0,0,4,6,195,0,0,1,21,1,10,319,0,1,1,5,0,0,0,87,353,0,0,0,0,1,0,0,797,0,4,0,109,169,492,158,0,0,79,0,278,0,0,11,77,0,4,0,0,0,0,0,48,2
4,4,2804,0,2,659,0,14,9,27,0,689,16,1166,955,892751,15,2248,1296,949,689,82,373,37,1333,298,42,108,310,35,105,481,1,252,10,225,4,0,0,7,18,0,0,4,3,267,0,0,1,13,4,8,280,0,1,1,6,0,0,0,0,689,0,0,0,0,1,0,0,797,0,0,0,183,57,1060,43,0,0,19,0,196,0,0,11,16,0,4,0,0,0,0,0,2,2
3,3,426,18,6,683,6,0,0,0,0,3,1,286,10508,405070,260,399,61,282,0,203,3,407,387,18,0,16,9,24,2,127,0,26,0,20,0,0,0,38,0,0,0,7,0,19,0,0,0,7,0,0,15,0,0,0,0,0,0,0,223,3,1,0,0,0,0,0,0,17,0,12,0,223,1,57,0,0,0,1,0,26,4,0,0,0,0,5,0,0,0,0,0,0,0
3,3,544,15,5,1574,5,6,7,30,0,11,1,214,2722,5656,84,476,306,166,9,76,81,177,1638,0,29,64,70,0,0,59,19,6,0,24,1,0,0,25,0,0,0,5,0,9,0,7,0,15,0,3,27,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,111,0,10,0,0,91,72,0,0,0,1,0,85,0,0,2,0,0,6,0,0,0,0,0,27,0
3,3,14,12,4,9,4,9,0,16,0,2,0,4,154,1045,39,176,36,104,0,41,5,78,77,0,14,34,0,0,0,41,0,19,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,11,12,0,7,4,0,0,2,2,0,0,51,2,0,0,0,0,0,1,1,15,0,6,0,48,0,23,0,0,0,1,0,34,4,0,0,0,0,4,0,0,0,0,0,22,0
7,7,7,0,7,2,0,11,12,41,2,4,1,11,18328,17236,174,775,3,727,3,260,758,346,600,0,44,160,0,0,0,1,0,5,0,0,0,0,0,7,3,0,0,0,7,106,18,14,0,7,17,0,130,3,1,0,11,0,4,0,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,47,0,0,0,1,0,78,0,0,0,0,0,8,0,0,0,0,0,2,0
3,3,426,24,8,656,8,4,3,36,1,3,0,276,10068,421383,276,430,103,309,0,210,11,423,402,9,53,61,9,37,2,128,0,45,0,26,0,0,0,52,0,0,0,9,7,6,0,2,1,18,1,5,16,1,1,1,5,1,1,1,236,3,1,0,0,0,0,0,0,38,0,16,0,252,1,71,0,0,0,1,0,20,0,4,0,0,0,5,0,0,0,0,0,0,0
3,3,29,12,4,39,4,7,0,14,0,2,0,13,168,1072,42,156,108,84,0,39,1,78,146,0,13,38,0,0,0,69,0,55,0,12,0,0,0,20,0,0,0,4,0,3,5,6,3,9,9,0,18,1,0,0,3,2,2,0,51,2,0,0,0,0,0,0,0,46,0,8,0,50,0,8,0,0,0,1,0,50,0,0,0,0,0,4,0,0,0,0,0,5,0
3,3,2264,33,11,1408,11,11,18,17,2,283,10,1071,2642,9371,159,2969,1652,1594,304,377,267,308,1836,467,38,193,1066,45,0,290,0,701,157,862,46,32,0,58,36,0,14,22,2,1200,9,1,1,7,41,14,687,3,1,0,12,4,1,4,259,271,1,0,6,0,258,0,0,376,0,22,0,1077,7,50,0,0,0,1,6,781,0,0,3,0,27,4,0,4,4,2,2,11,0
3,3,1095,6,2,772,2,15,7,23,0,349,17,479,92656,80350,131,1452,645,892,349,74,294,298,868,84,45,84,351,6,9,353,310,169,10,109,19,0,0,13,11,0,0,4,2,134,0,0,1,22,1,6,142,0,1,1,5,0,0,0,80,349,0,0,0,0,1,0,0,362,0,4,0,94,125,273,60,0,0,79,0,161,0,0,11,76,0,4,0,0,0,0,0,48,2
3,3,20,0,4,39,0,6,0,13,0,2,0,9,142,2475,0,103,97,51,0,0,1,0,97,1,11,33,0,0,0,37,0,54,0,0,0,0,0,4,0,0,0,0,0,2,0,3,3,8,10,1,5,0,0,2,3,2,3,0,0,2,0,0,0,0,0,1,1,38,0,0,0,0,0,7,0,0,0,1,0,49,0,0,0,0,0,4,0,0,0,0,0,5,0
6,6,340,0,10,745,0,15,9,20,0,3,8,161,8970,3169,309,209,423,1571,0,100,105,5,387,0,46,98,24,2,0,222,0,3,0,0,0,0,0,10,0,0,0,0,1,17,6,0,0,17,2,17,31,6,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,246,0,0,0,4,0,0,0,0,0,1,0,35,0,0,1,0,0,8,0,0,0,0,0,1,0
3,3,135,12,4,33,4,9,0,13,0,2,0,12,170,1033,56,188,94,98,0,39,1,78,133,0,16,39,0,0,0,57,0,46,0,12,0,0,0,20,0,0,0,4,0,2,5,6,3,10,10,0,20,2,0,1,2,2,1,0,51,2,0,0,0,0,0,0,0,67,0,6,0,49,0,25,0,0,0,1,0,55,0,0,0,0,0,4,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,4,2391,0,5,344,0,14,10,36,0,642,16,970,912,909074,10,1969,881,885,642,111,354,35,947,293,62,133,179,35,103,397,1,235,10,205,4,0,0,10,13,0,1,4,3,256,0,0,1,29,11,7,249,0,1,1,6,0,0,0,0,642,0,0,0,0,1,0,0,646,0,0,0,180,56,946,36,0,0,17,0,162,0,0,11,14,0,4,0,0,0,0,0,0,2
3,3,35,12,4,42,4,3,0,11,0,1,0,17,175,784330,40,303,117,108,0,39,1,78,152,0,13,33,0,0,0,74,0,75,0,12,0,0,0,20,0,0,2,4,0,1,0,3,2,9,11,0,11,0,0,2,3,1,3,0,51,1,0,0,0,0,0,0,0,54,0,8,0,50,2,9,0,0,0,1,0,182,0,0,0,0,0,4,0,0,0,0,0,173,0
4,4,1560,0,4,92,0,14,9,34,1,588,16,574,826,936747,14,1529,670,811,588,114,334,11,737,288,50,136,101,22,105,395,1,198,10,194,1,0,0,9,13,0,2,4,7,261,0,0,1,18,6,13,247,0,1,1,6,0,0,0,0,588,0,0,0,0,1,0,0,522,0,0,0,143,56,659,36,0,0,17,0,144,0,0,11,14,0,4,0,0,0,0,0,0,2
3,3,1860,21,7,2068,7,17,8,42,0,312,7,620,1003,25532,143,1958,1255,1015,314,121,270,465,1220,184,83,141,427,4,110,494,2,184,60,159,3,0,0,77,13,0,1,9,16,171,5,0,1,35,6,45,220,0,1,0,5,0,0,0,148,311,1,3,0,0,1,0,0,221,0,14,0,331,131,22,0,0,0,7,0,232,0,0,11,0,24,4,0,0,0,0,0,2,4
5,5,914,0,4,307,0,25,1,12,1,85,0,242,39,506385,4,862,1019,130,249,36,152,16,1211,6,34,38,635,6,11,22,0,280,0,0,0,0,0,4,249,0,0,0,0,2,0,0,1,8,18,4,337,11,1,0,6,7,0,0,0,2,0,0,0,0,0,0,0,382,0,0,0,0,3,572,0,0,0,1,0,454,0,0,0,0,0,6,0,0,0,0,0,127,0
3,3,36,12,4,37,4,9,0,16,0,2,0,17,175,1060,55,187,115,95,0,39,1,78,154,0,14,34,24,0,0,79,0,48,0,12,0,0,0,22,0,0,0,4,0,1,0,2,2,10,13,2,7,3,0,0,2,2,1,0,51,2,0,0,0,0,0,2,1,58,0,6,0,50,0,4,0,0,0,1,0,65,3,0,0,0,0,4,0,0,0,0,0,25,0
6,6,1809,0,3,1807,0,4,4,3,0,45,1,513,65,1034,1,965,730,159,41,45,108,31,659,20,7,14,284,19,0,230,0,15,0,48,0,4,0,6,0,0,0,0,1,18,0,0,0,0,0,1,28,0,1,0,3,0,0,26,0,45,0,0,0,0,42,0,0,400,0,0,0,32,2,96,42,0,0,1,0,79,0,0,0,0,0,8,1,3,0,0,0,1,0
3,3,205,15,5,250,5,36,17,69,0,166,0,74,88945,48803,233,777,120,641,166,198,58,465,617,50,81,198,21,0,2,250,234,99,11,36,17,0,0,28,7,0,3,7,5,37,1,10,4,40,36,11,94,3,1,0,11,4,6,0,210,166,0,0,0,0,1,6,4,62,0,10,0,211,51,12,0,0,0,3,0,78,0,0,11,0,0,4,0,0,0,0,0,0,2
3,3,526,24,8,1115,8,14,8,38,0,7,0,285,7749,1474,114,471,597,174,7,112,146,329,477,0,35,100,0,31,0,70,38,4,0,24,1,0,0,40,0,0,1,8,8,9,3,12,1,9,25,6,38,0,0,0,3,1,0,0,136,7,0,0,0,0,4,1,0,13,0,16,0,134,0,56,0,0,0,1,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0
4,4,193,0,10,212,0,16,9,20,0,5,3,96,42553,26932,4369,122,527,1569,6,101,116,62,388,0,46,99,0,14,0,102,0,3,0,2,0,0,0,10,6,0,0,0,1,17,6,0,0,17,2,17,41,6,2,0,8,0,0,0,0,3,0,0,0,0,0,0,0,1831,0,0,0,0,0,0,0,0,0,1,0,22,0,0,11,0,0,14,0,0,0,0,0,2,0
3,3,557,15,5,1576,5,6,7,30,0,11,1,226,2869,4461,82,486,295,166,9,76,79,175,1638,0,29,64,70,0,0,52,19,6,0,24,1,0,0,25,0,0,0,5,0,9,0,7,0,15,0,3,26,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,108,0,10,0,0,91,72,0,0,0,1,0,93,0,0,0,0,0,4,0,0,1,0,0,34,0
3,3,592,32,16,729,16,0,3,0,0,9,1,357,34846,332719,228,642,164,493,6,428,6,0,712,74,0,42,9,4,0,203,0,4,0,3,0,0,0,38,0,0,0,48,0,92,0,0,0,5,0,0,53,0,0,0,0,0,0,0,32,9,0,0,0,0,8,0,0,426,0,16,0,34,3,422,4,0,0,1,3,13,0,3,0,0,0,5,1,0,0,0,0,1,0
3,3,69,0,3,0,0,22,3,39,0,2,0,18,168,163080,2,124,4,92,0,76,0,0,242,0,22,68,0,0,0,36,0,36,0,0,0,138,0,0,0,0,0,3,4,5,0,15,0,11,12,2,26,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,12,0,0,0,0,0,7,0,0,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0
3,3,538,18,6,1450,6,14,5,26,0,18,1,197,2982,6084,98,495,311,192,18,93,77,216,1531,0,33,81,72,0,0,70,27,6,0,27,3,0,0,30,3,0,1,6,6,10,0,10,1,13,10,7,47,2,0,0,5,1,0,0,111,17,0,0,0,0,13,0,0,92,0,12,0,0,111,80,0,0,0,1,0,56,0,0,1,0,0,4,0,0,0,0,0,26,0
4,4,279,0,8,500,0,11,1,13,0,3,14,118,33021,13579,2361,216,794,1619,0,68,138,82,550,0,26,65,24,4,0,1711,0,5,0,16,0,0,0,8,0,0,0,0,3,9,0,0,0,7,2,11,25,6,2,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,1,0,25,0,0,5,0,0,9,0,0,0,0,0,0,0
3,3,1532,9,3,768,3,16,6,17,1,248,46,649,609,1049163,86,1528,824,717,250,78,138,170,910,88,40,93,474,8,4,314,178,190,10,119,5,0,0,18,10,0,3,5,6,132,0,0,1,15,3,11,171,0,1,1,5,0,0,0,87,247,0,0,0,0,1,0,0,320,0,6,0,111,56,128,0,0,0,6,0,162,0,0,11,3,0,4,0,0,0,0,0,0,0
3,3,41,12,4,51,4,12,0,17,0,2,0,20,64,2873,39,257,134,123,0,41,4,78,168,0,14,39,0,0,0,72,0,60,0,12,0,0,0,22,0,0,1,4,0,1,5,4,1,10,12,3,20,3,0,0,2,1,1,0,51,2,0,0,0,0,0,2,1,92,0,6,0,48,0,54,0,0,0,1,0,76,4,0,0,0,0,5,0,0,0,0,0,69,0
6,6,489,0,5,1056,0,4,1,6,0,3,5,229,39219,4090,470,316,655,1603,0,39,172,22,484,0,19,38,24,2,0,304,0,3,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,3,1,2,6,6,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,676,0,0,0,4,0,0,0,0,0,1,0,31,0,0,1,0,0,9,0,0,0,0,0,0,0
4,4,2793,0,4,665,0,14,9,26,0,689,19,1159,950,892576,11,2242,1299,943,689,85,369,36,1323,300,43,111,310,33,105,482,1,251,10,225,4,0,0,9,18,0,0,4,3,264,0,0,1,16,3,8,282,0,1,1,6,0,0,0,0,689,0,0,0,0,1,0,0,778,0,0,0,183,57,1044,43,0,0,19,0,210,0,0,11,16,0,4,0,0,0,0,0,2,2
2,2,2655,18,6,62,6,24,8,55,2,7,0,1256,242,475,139,1778,1110,407,5,140,265,373,1009,186,65,279,0,9,10,160,9,3,233,15,0,0,0,48,0,0,0,9,0,63,6,3,4,29,38,40,349,4,1,0,10,3,9,0,153,7,0,6,6,2,521,2,0,580,0,12,0,0,1,147,0,0,0,7,0,444,0,0,0,0,41,4,0,0,0,0,0,0,0
2,2,1458,3,1,1038,1,2,2,24,0,6,4,640,190,138,39,869,740,150,3,30,94,135,623,4,29,47,851,13,2,47,0,3,10,31,0,10,0,12,0,0,0,1,2,2,0,0,0,28,0,2,94,0,1,0,3,0,0,12,64,6,1,0,0,0,2,0,0,283,0,2,0,0,1,98,0,0,0,1,0,132,0,0,0,0,10,4,0,12,0,0,0,2,0
3,3,521,15,5,1574,5,6,7,30,0,13,1,221,2872,4454,81,454,271,166,15,76,78,176,1633,0,29,64,70,0,0,52,19,6,0,24,1,0,0,25,6,0,0,5,0,9,0,7,0,15,0,3,28,1,0,0,3,0,2,0,91,11,0,0,0,0,7,0,0,101,0,10,0,0,91,37,0,0,0,1,0,82,0,0,1,0,0,4,0,0,0,0,0,24,0
